# 2003 081 13:15:05 1.0025 03081131505 11320000 010000 60C3104 01121 120 908 4151 324 002 1229
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:30    6.1025   650.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   655.000   -90.000     6.000    -4.688     0.000     0.000    54.000     0.000
2003 081 13:15:30    6.1025   660.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   665.000   -90.000     6.000    -3.125     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   670.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   675.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   680.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   685.000   -90.000     6.000     3.125     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   690.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:30    6.1025   695.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
 
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:31    6.2025    60.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025    65.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025    70.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025    75.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025    80.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025    85.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025    90.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025    95.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   100.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   105.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   110.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   115.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   120.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   125.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   130.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   135.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   140.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   145.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   150.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   155.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   160.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   165.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   170.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   175.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   180.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   185.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   190.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   195.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   200.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   205.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   210.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   215.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   220.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   225.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   230.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   235.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   240.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   245.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   250.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   255.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   260.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   265.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   270.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   275.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   280.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   285.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   290.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   295.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   300.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   305.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   310.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   315.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   320.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   325.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   330.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   335.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   340.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   345.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   350.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   355.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   360.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   365.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   370.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   375.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   380.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   385.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   390.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   395.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   400.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   405.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   410.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   415.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   420.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   425.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   430.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   435.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   440.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   445.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   450.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   455.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   460.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   465.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   470.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   475.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   480.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   485.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   490.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   495.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   500.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   505.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   510.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   515.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   520.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   525.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   530.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   535.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   540.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   545.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   550.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   555.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   560.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   565.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   570.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   575.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   580.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   585.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   590.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   595.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   600.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   605.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   610.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   615.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   620.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   625.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   630.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   635.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   640.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   645.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   650.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   655.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   660.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   665.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   670.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   675.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   680.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   685.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   690.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.2025   695.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
 
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:31    6.3025    60.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025    65.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025    70.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025    75.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025    80.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025    85.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025    90.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025    95.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   100.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   105.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   110.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   115.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   120.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   125.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   130.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   135.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   140.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   145.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   150.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   155.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   160.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   165.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   170.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   175.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   180.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   185.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   190.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   195.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   200.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   205.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   210.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   215.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   220.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   225.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   230.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   235.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   240.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   245.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   250.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   255.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   260.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   265.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   270.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   275.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   280.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   285.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   290.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   295.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   300.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   305.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   310.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   315.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   320.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   325.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   330.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   335.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   340.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   345.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   350.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   355.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   360.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   365.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   370.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   375.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   380.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   385.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   390.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   395.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   400.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   405.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   410.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   415.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   420.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   425.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   430.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   435.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   440.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   445.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   450.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   455.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   460.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   465.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   470.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   475.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   480.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   485.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   490.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   495.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   500.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   505.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   510.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   515.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   520.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   525.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   530.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   535.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   540.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   545.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   550.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   555.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   560.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   565.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   570.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   575.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   580.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   585.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   590.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   595.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   600.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   605.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   610.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   615.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   620.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   625.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   630.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   635.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   640.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   645.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   650.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   655.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   660.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   665.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   670.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   675.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   680.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   685.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   690.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
2003 081 13:15:31    6.3025   695.000    90.000     0.000     1.562     0.000     0.000     0.000     0.000
 
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:32    6.4125    60.000   -90.000     6.000     4.688     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125    65.000   -90.000     6.000     3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125    70.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125    75.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125    80.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125    85.000   -90.000     6.000    -3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125    90.000   -90.000     6.000     3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125    95.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   100.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   105.000   -90.000     6.000    -1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   110.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   115.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   120.000   -90.000     6.000     3.125     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   125.000   -90.000     6.000    -1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   130.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   135.000   -90.000     6.000    -1.562     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   140.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:32    6.4125   145.000   -90.000     6.000     3.125     0.000     0.000    54.000     0.000
2003 081 13:15:32    6.4125   150.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
