# 2003 081 13:15:05 1.0025 03081131505 11320000 010000 60C3104 01121 120 908 4151 324 002 1229
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:58   11.7125   475.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   480.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   485.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   490.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   495.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   500.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   505.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   510.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   515.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   520.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   525.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   530.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   535.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   540.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   545.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   550.000   -90.000     6.000    -3.125     0.000     0.000    36.000     0.000
2003 081 13:15:58   11.7125   555.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   560.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   565.000   -90.000     6.000    -4.688     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   570.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   575.000   -90.000     6.000    -4.688     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   580.000   -90.000     6.000    -3.125     0.000     0.000    36.000     0.000
2003 081 13:15:58   11.7125   585.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   590.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   595.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   600.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   605.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   610.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   615.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   620.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   625.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   630.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   635.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   640.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   645.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   650.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   655.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:58   11.7125   660.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   665.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   670.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   675.000   -90.000     6.000    -6.250     0.000     0.000    36.000     0.000
2003 081 13:15:58   11.7125   680.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   685.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   690.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:58   11.7125   695.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
 
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:59   11.8225    60.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225    65.000   -90.000     6.000    -4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225    70.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225    75.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225    80.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225    85.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225    90.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225    95.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   100.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   105.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   110.000   -90.000     6.000    -3.125     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   115.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   120.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   125.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   130.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   135.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   140.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   145.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   150.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   155.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   160.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   165.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   170.000   -90.000     6.000    -6.250     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   175.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   180.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   185.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   190.000   -90.000     6.000    -4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   195.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   200.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   205.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   210.000   -90.000     6.000     6.250     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   215.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   220.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   225.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   230.000   -90.000     6.000    -1.562     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   235.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   240.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   245.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   250.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   255.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   260.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   265.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   270.000   -90.000     6.000    -3.125     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   275.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   280.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   285.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   290.000   -90.000     6.000     3.125     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   295.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   300.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   305.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   310.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   315.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   320.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   325.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   330.000   -90.000     6.000    -3.125     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   335.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   340.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   345.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   350.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   355.000   -90.000     6.000     1.562     0.000     0.000    60.000     0.000
2003 081 13:15:59   11.8225   360.000   -90.000     6.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:59   11.8225   365.000   -90.000     6.000     1.562     0.000     0.000    66.000     0.000
2003 081 13:15:59   11.8225   370.000   -90.000     6.000     1.562     0.000     0.000    54.000     0.000
2003 081 13:15:59   11.8225   375.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   380.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   385.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   390.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   395.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   400.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   405.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   410.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   415.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   420.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   425.000   -90.000     6.000    -3.125     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   430.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   435.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   440.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   445.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   450.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   455.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   460.000   -90.000     6.000     4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   465.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   470.000   -90.000     6.000     4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   475.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   480.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   485.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   490.000   -90.000     6.000    -6.250     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   495.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   500.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   505.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   510.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   515.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   520.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   525.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   530.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   535.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   540.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   545.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   550.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   555.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   560.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   565.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   570.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   575.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   580.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   585.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   590.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   595.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   600.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   605.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   610.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   615.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   620.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   625.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   630.000   -90.000     6.000    -4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   635.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   640.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   645.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   650.000   -90.000     6.000    -3.125     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.8225   655.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   660.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.8225   665.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   670.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   675.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   680.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   685.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   690.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.8225   695.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
 
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:59   11.9025    60.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025    65.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025    70.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025    75.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025    80.000   -90.000     6.000     4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025    85.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025    90.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025    95.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   100.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   105.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   110.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   115.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   120.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   125.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   130.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   135.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   140.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   145.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   150.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   155.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   160.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   165.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   170.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   175.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   180.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   185.000   -90.000     6.000    -3.125     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   190.000   -90.000     6.000     1.562     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.9025   195.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   200.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   205.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   210.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   215.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   220.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   225.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   230.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   235.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   240.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   245.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   250.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   255.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   260.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   265.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   270.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   275.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   280.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   285.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   290.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   295.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   300.000   -90.000     6.000    -1.562     0.000     0.000    36.000     0.000
2003 081 13:15:59   11.9025   305.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   310.000   -90.000     6.000    -4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   315.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   320.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   325.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   330.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   335.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   340.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   345.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   350.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   355.000   -90.000     6.000     1.562     0.000     0.000    54.000     0.000
2003 081 13:15:59   11.9025   360.000   -90.000     6.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:59   11.9025   365.000   -90.000     6.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:59   11.9025   370.000   -90.000     6.000    -1.562     0.000     0.000    60.000     0.000
2003 081 13:15:59   11.9025   375.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   380.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   385.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   390.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   395.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   400.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   405.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   410.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   415.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   420.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   425.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   430.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   435.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   440.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   445.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   450.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   455.000   -90.000     6.000     6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   460.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   465.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   470.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   475.000   -90.000     6.000     1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   480.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   485.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   490.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   495.000   -90.000     6.000    -4.688     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   500.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   505.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   510.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   515.000   -90.000     6.000    -6.250     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   520.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   525.000   -90.000     6.000     6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   530.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   535.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   540.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   545.000   -90.000     6.000     1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   550.000   -90.000     6.000    -1.562     0.000     0.000    48.000     0.000
2003 081 13:15:59   11.9025   555.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   560.000   -90.000     6.000    -3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   565.000   -90.000     6.000    -1.562     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   570.000   -90.000     6.000    -6.250     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   575.000   -90.000     6.000     3.125     0.000     0.000    42.000     0.000
2003 081 13:15:59   11.9025   580.000   -90.000     6.000    -6.250     0.000     0.000    36.000     0.000
